customer_id,acquisition_date,acquisition_channel,acquisition_campaign,first_purchase_value,customer_segment,acquisition_cac,predicted_ltv
cust_1709484409382_googleads_0,2024-03-03,Google Ads,Shopping,283.33,Enterprise,124.5,593.22
cust_1709484409382_googleads_1,2024-03-03,Google Ads,Shopping,216.39,High Value,124.5,552.94
cust_1709484409382_facebook_0,2024-03-03,Facebook,Traffic,272.92,Low Value,111,742.65
cust_1709484409382_facebook_1,2024-03-03,Facebook,Traffic,261.65,Medium Value,111,1085.03
cust_1709484409382_facebook_0,2024-03-03,Facebook,Lead Generation,375.38,Low Value,114,494.01
cust_1709484409382_facebook_1,2024-03-03,Facebook,Lead Generation,318.23,Enterprise,114,1013.72
cust_1709484409382_facebook_0,2024-03-03,Facebook,Traffic,100.52,Medium Value,172,406.58
cust_1709484409382_linkedin_0,2024-03-03,LinkedIn,Message Ads,173.66,Enterprise,194,355.78
cust_1709484409382_linkedin_0,2024-03-03,LinkedIn,Event Ads,173.09,Medium Value,170,324.3
cust_1709484409382_linkedin_0,2024-03-03,LinkedIn,Text Ads,342.76,Low Value,141,592.67
cust_1709484409382_tiktok_0,2024-03-03,TikTok,App Install,129.23,Enterprise,63,274.02
cust_1709484409382_tiktok_0,2024-03-03,TikTok,Traffic,199.6,Enterprise,48,427.98
cust_1709484409382_tiktok_1,2024-03-03,TikTok,Traffic,277.85,SMB,48,650.24
cust_1709484409382_tiktok_0,2024-03-03,TikTok,Traffic,147.59,Low Value,67,305.78
cust_1709484409382_tiktok_0,2024-03-03,TikTok,Reach,237.13,High Value,81,1028.77
cust_1709484409382_pinterest_0,2024-03-03,Pinterest,Conversions,169.86,Enterprise,66,303.86
cust_1709484409382_pinterest_0,2024-03-03,Pinterest,Brand Awareness,267.56,Low Value,53,690.44
cust_1709484409382_pinterest_0,2024-03-03,Pinterest,Traffic,182.45,High Value,92,217.04
cust_1709570809382_googleads_0,2024-03-04,Google Ads,Search - Generic,211.65,Medium Value,72.88,523.88
cust_1709570809382_googleads_1,2024-03-04,Google Ads,Search - Generic,183.38,Low Value,72.88,713.51
cust_1709570809382_googleads_2,2024-03-04,Google Ads,Search - Generic,174.26,Medium Value,72.88,693.17
cust_1709570809382_googleads_3,2024-03-04,Google Ads,Search - Generic,277.06,SMB,72.88,781.59
cust_1709570809382_googleads_4,2024-03-04,Google Ads,Search - Generic,206.02,SMB,72.88,443.36
cust_1709570809382_googleads_5,2024-03-04,Google Ads,Search - Generic,285.67,Enterprise,72.88,391.77
cust_1709570809382_googleads_6,2024-03-04,Google Ads,Search - Generic,183.96,Medium Value,72.88,461.19
cust_1709570809382_googleads_7,2024-03-04,Google Ads,Search - Generic,235.98,Medium Value,72.88,749.87
cust_1709570809382_googleads_0,2024-03-04,Google Ads,Search - Brand,280.45,High Value,83.17,762.99
cust_1709570809382_googleads_1,2024-03-04,Google Ads,Search - Brand,269.6,Low Value,83.17,440.93
cust_1709570809382_googleads_2,2024-03-04,Google Ads,Search - Brand,184.51,Medium Value,83.17,483.75
cust_1709570809382_googleads_3,2024-03-04,Google Ads,Search - Brand,246.37,Medium Value,83.17,568.16
cust_1709570809382_googleads_4,2024-03-04,Google Ads,Search - Brand,270.46,Low Value,83.17,768.97
cust_1709570809382_googleads_5,2024-03-04,Google Ads,Search - Brand,159.81,Medium Value,83.17,455.56
cust_1709570809382_googleads_0,2024-03-04,Google Ads,Display - Remarketing,124.27,High Value,119.5,393.28
cust_1709570809382_googleads_1,2024-03-04,Google Ads,Display - Remarketing,157.59,Low Value,119.5,423.36
cust_1709570809382_googleads_2,2024-03-04,Google Ads,Display - Remarketing,180.8,Medium Value,119.5,215.87
cust_1709570809382_googleads_3,2024-03-04,Google Ads,Display - Remarketing,172.62,Medium Value,119.5,344.94
cust_1709570809382_facebook_0,2024-03-04,Facebook,Video Views,239.16,Low Value,201.5,710.48
cust_1709570809382_facebook_1,2024-03-04,Facebook,Video Views,372.06,Medium Value,201.5,612.64
cust_1709570809382_facebook_0,2024-03-04,Facebook,Lead Generation,289.32,High Value,93.67,610.77
cust_1709570809382_facebook_1,2024-03-04,Facebook,Lead Generation,266.35,Low Value,93.67,572.11
cust_1709570809382_facebook_2,2024-03-04,Facebook,Lead Generation,249.04,Medium Value,93.67,701.37
cust_1709570809382_facebook_3,2024-03-04,Facebook,Lead Generation,286.69,Low Value,93.67,857.63
cust_1709570809382_facebook_4,2024-03-04,Facebook,Lead Generation,222.78,Low Value,93.67,425.6
cust_1709570809382_facebook_5,2024-03-04,Facebook,Lead Generation,239.04,Low Value,93.67,632.62
cust_1709570809382_linkedin_0,2024-03-04,LinkedIn,Message Ads,184.3,Enterprise,127.5,472.28
cust_1709570809382_linkedin_1,2024-03-04,LinkedIn,Message Ads,237.7,Low Value,127.5,629.54
cust_1709570809382_linkedin_0,2024-03-04,LinkedIn,Message Ads,288.05,Medium Value,217,562.87
cust_1709570809382_linkedin_0,2024-03-04,LinkedIn,Event Ads,269.88,High Value,270,350.85
cust_1709570809382_tiktok_0,2024-03-04,TikTok,Traffic,176,Low Value,77,691.28
cust_1709570809382_tiktok_0,2024-03-04,TikTok,Conversions,157.24,Medium Value,63.5,499.19
cust_1709570809382_tiktok_1,2024-03-04,TikTok,Conversions,197.69,Medium Value,63.5,302.19
cust_1709570809382_tiktok_0,2024-03-04,TikTok,Traffic,233.56,Low Value,122,466.65
cust_1709570809382_tiktok_0,2024-03-04,TikTok,Reach,299.9,Low Value,73,797.81
cust_1709570809382_pinterest_0,2024-03-04,Pinterest,Traffic,238.67,Low Value,90,431.19
cust_1709570809382_pinterest_0,2024-03-04,Pinterest,App Install,233.9,Low Value,73,773.85
cust_1709570809382_pinterest_0,2024-03-04,Pinterest,Video Views,132.92,SMB,102,361.03
cust_1709570809382_pinterest_0,2024-03-04,Pinterest,App Install,310.58,Enterprise,57.5,870.09
cust_1709570809382_pinterest_1,2024-03-04,Pinterest,App Install,328.65,Medium Value,57.5,417.5
cust_1709657209382_googleads_0,2024-03-05,Google Ads,Search - Generic,255.73,High Value,161,394.11
cust_1709657209382_googleads_1,2024-03-05,Google Ads,Search - Generic,252.33,Medium Value,161,463.83
cust_1709657209382_googleads_0,2024-03-05,Google Ads,Video - YouTube,141.68,High Value,82.57,597.3
cust_1709657209382_googleads_1,2024-03-05,Google Ads,Video - YouTube,143.98,Medium Value,82.57,528.57
cust_1709657209382_googleads_2,2024-03-05,Google Ads,Video - YouTube,178.27,Medium Value,82.57,684.91
cust_1709657209382_googleads_3,2024-03-05,Google Ads,Video - YouTube,146.92,High Value,82.57,483.66
cust_1709657209382_googleads_4,2024-03-05,Google Ads,Video - YouTube,168.36,Enterprise,82.57,432.42
cust_1709657209382_googleads_5,2024-03-05,Google Ads,Video - YouTube,189.53,Low Value,82.57,394.3
cust_1709657209382_googleads_6,2024-03-05,Google Ads,Video - YouTube,200.68,Medium Value,82.57,385.25
cust_1709657209382_googleads_0,2024-03-05,Google Ads,Search - Generic,361.64,Low Value,85,503.1
cust_1709657209382_googleads_1,2024-03-05,Google Ads,Search - Generic,299.57,SMB,85,953.27
cust_1709657209382_googleads_2,2024-03-05,Google Ads,Search - Generic,292.41,Low Value,85,887.48
cust_1709657209382_googleads_3,2024-03-05,Google Ads,Search - Generic,326.16,Medium Value,85,957.08
cust_1709657209382_googleads_4,2024-03-05,Google Ads,Search - Generic,271.35,SMB,85,745.31
cust_1709657209382_googleads_5,2024-03-05,Google Ads,Search - Generic,306.74,Low Value,85,987.22
cust_1709657209382_googleads_6,2024-03-05,Google Ads,Search - Generic,214.75,Low Value,85,513.43
cust_1709657209382_facebook_0,2024-03-05,Facebook,Video Views,186.92,High Value,85.5,544.78
cust_1709657209382_facebook_1,2024-03-05,Facebook,Video Views,148.12,Medium Value,85.5,598.29
cust_1709657209382_facebook_0,2024-03-05,Facebook,Video Views,274.51,Medium Value,131.5,700.08
cust_1709657209382_facebook_1,2024-03-05,Facebook,Video Views,292.65,SMB,131.5,536.39
cust_1709657209382_facebook_0,2024-03-05,Facebook,Traffic,226.08,Medium Value,105.33,463.63
cust_1709657209382_facebook_1,2024-03-05,Facebook,Traffic,196.52,Medium Value,105.33,618.62
cust_1709657209382_facebook_2,2024-03-05,Facebook,Traffic,228.72,Medium Value,105.33,632.17
cust_1709657209382_facebook_0,2024-03-05,Facebook,Video Views,189.88,Medium Value,131,616.67
cust_1709657209382_facebook_1,2024-03-05,Facebook,Video Views,292.58,SMB,131,818.93
cust_1709657209382_linkedin_0,2024-03-05,LinkedIn,Text Ads,95.28,Low Value,307,459.1
cust_1709657209382_linkedin_0,2024-03-05,LinkedIn,Sponsored Content,118.28,Low Value,161.67,349.32
cust_1709657209382_linkedin_1,2024-03-05,LinkedIn,Sponsored Content,95.42,Enterprise,161.67,285.85
cust_1709657209382_linkedin_2,2024-03-05,LinkedIn,Sponsored Content,146.6,SMB,161.67,240.13
cust_1709657209382_tiktok_0,2024-03-05,TikTok,App Install,220.82,Enterprise,68.33,660.19
cust_1709657209382_tiktok_1,2024-03-05,TikTok,App Install,178.35,Medium Value,68.33,383.74
cust_1709657209382_tiktok_2,2024-03-05,TikTok,App Install,250.29,SMB,68.33,446.41
cust_1709657209382_tiktok_0,2024-03-05,TikTok,App Install,347.36,Low Value,104,663
cust_1709657209382_tiktok_1,2024-03-05,TikTok,App Install,321.58,High Value,104,747.06
cust_1709657209382_pinterest_0,2024-03-05,Pinterest,Conversions,232.78,High Value,91,604.41
cust_1709657209382_pinterest_1,2024-03-05,Pinterest,Conversions,172.57,High Value,91,332.76
cust_1709657209382_pinterest_0,2024-03-05,Pinterest,Video Views,164.83,Medium Value,87.5,685.62
cust_1709657209382_pinterest_1,2024-03-05,Pinterest,Video Views,222.66,Medium Value,87.5,636.04
cust_1709743609382_googleads_0,2024-03-06,Google Ads,Search - Brand,252.91,Medium Value,64.5,650.92
cust_1709743609382_googleads_1,2024-03-06,Google Ads,Search - Brand,233.13,Medium Value,64.5,685.37
cust_1709743609382_googleads_2,2024-03-06,Google Ads,Search - Brand,262.05,SMB,64.5,333.23
cust_1709743609382_googleads_3,2024-03-06,Google Ads,Search - Brand,274.88,Medium Value,64.5,428.79
cust_1709743609382_googleads_4,2024-03-06,Google Ads,Search - Brand,259.53,Low Value,64.5,584.31
cust_1709743609382_googleads_5,2024-03-06,Google Ads,Search - Brand,198.99,Low Value,64.5,426.57
cust_1709743609382_googleads_0,2024-03-06,Google Ads,Search - Brand,251.77,Medium Value,99.75,640.13
cust_1709743609382_googleads_1,2024-03-06,Google Ads,Search - Brand,233.64,Medium Value,99.75,957.51
cust_1709743609382_googleads_2,2024-03-06,Google Ads,Search - Brand,360.28,Enterprise,99.75,783.79
cust_1709743609382_googleads_3,2024-03-06,Google Ads,Search - Brand,250.06,Medium Value,99.75,827.1
cust_1709743609382_googleads_0,2024-03-06,Google Ads,Video - YouTube,185.51,Medium Value,59.6,798.38
cust_1709743609382_googleads_1,2024-03-06,Google Ads,Video - YouTube,315.53,Low Value,59.6,417.4
cust_1709743609382_googleads_2,2024-03-06,Google Ads,Video - YouTube,295.92,Low Value,59.6,858.99
cust_1709743609382_googleads_3,2024-03-06,Google Ads,Video - YouTube,296.96,Low Value,59.6,631.91
cust_1709743609382_googleads_4,2024-03-06,Google Ads,Video - YouTube,280.36,Enterprise,59.6,580.01
cust_1709743609382_googleads_0,2024-03-06,Google Ads,Search - Brand,224.07,Low Value,105,504.16
cust_1709743609382_googleads_1,2024-03-06,Google Ads,Search - Brand,359.28,Low Value,105,794.23
cust_1709743609382_googleads_2,2024-03-06,Google Ads,Search - Brand,276.56,SMB,105,675.18
cust_1709743609382_facebook_0,2024-03-06,Facebook,Video Views,183.35,SMB,124,429.28
cust_1709743609382_facebook_1,2024-03-06,Facebook,Video Views,211.9,High Value,124,611.51
cust_1709743609382_facebook_2,2024-03-06,Facebook,Video Views,223.1,SMB,124,547.57
cust_1709743609382_facebook_3,2024-03-06,Facebook,Video Views,153,High Value,124,533.07
cust_1709743609382_facebook_0,2024-03-06,Facebook,Remarketing,274.61,SMB,163.67,902.89
cust_1709743609382_facebook_1,2024-03-06,Facebook,Remarketing,329.35,High Value,163.67,816.93
cust_1709743609382_facebook_2,2024-03-06,Facebook,Remarketing,326.08,Enterprise,163.67,620.12
cust_1709743609382_linkedin_0,2024-03-06,LinkedIn,Event Ads,120.86,Medium Value,155.5,361.01
cust_1709743609382_linkedin_1,2024-03-06,LinkedIn,Event Ads,132.01,Enterprise,155.5,403.66
cust_1709743609382_linkedin_0,2024-03-06,LinkedIn,Sponsored Content,145.74,Medium Value,169.5,236.63
cust_1709743609382_linkedin_1,2024-03-06,LinkedIn,Sponsored Content,169.6,Medium Value,169.5,452.79
cust_1709743609382_linkedin_0,2024-03-06,LinkedIn,Event Ads,325.51,Medium Value,169,430.6
cust_1709743609382_linkedin_1,2024-03-06,LinkedIn,Event Ads,268.42,Medium Value,169,546.95
cust_1709743609382_tiktok_0,2024-03-06,TikTok,Reach,230.05,Low Value,80.5,524.31
cust_1709743609382_tiktok_1,2024-03-06,TikTok,Reach,297.05,Enterprise,80.5,609.65
cust_1709743609382_tiktok_0,2024-03-06,TikTok,Reach,373.31,Enterprise,78,947.95
cust_1709743609382_tiktok_1,2024-03-06,TikTok,Reach,332.07,Low Value,78,718.03
cust_1709743609382_tiktok_0,2024-03-06,TikTok,Reach,204.29,Enterprise,88.5,527.37
cust_1709743609382_tiktok_1,2024-03-06,TikTok,Reach,138.09,Medium Value,88.5,458.81
cust_1709743609382_pinterest_0,2024-03-06,Pinterest,Traffic,322.47,Medium Value,55,752.1
cust_1709743609382_pinterest_1,2024-03-06,Pinterest,Traffic,218.51,Medium Value,55,939.94
cust_1709743609382_pinterest_0,2024-03-06,Pinterest,Conversions,114.37,Low Value,117,471.92
cust_1709743609382_pinterest_0,2024-03-06,Pinterest,Video Views,151.52,Medium Value,81,607.31
cust_1709743609382_pinterest_0,2024-03-06,Pinterest,App Install,124.57,Medium Value,64,286.62
cust_1709830009382_googleads_0,2024-03-07,Google Ads,Search - Brand,184.97,Medium Value,85.5,859.55
cust_1709830009382_googleads_1,2024-03-07,Google Ads,Search - Brand,269.82,High Value,85.5,788.28
cust_1709830009382_googleads_2,2024-03-07,Google Ads,Search - Brand,321.64,Enterprise,85.5,604.62
cust_1709830009382_googleads_3,2024-03-07,Google Ads,Search - Brand,264.92,Medium Value,85.5,640.34
cust_1709830009382_googleads_0,2024-03-07,Google Ads,Search - Brand,224.01,High Value,78.14,828.06
cust_1709830009382_googleads_1,2024-03-07,Google Ads,Search - Brand,221.4,Low Value,78.14,641.15
cust_1709830009382_googleads_2,2024-03-07,Google Ads,Search - Brand,306.01,Low Value,78.14,743.71
cust_1709830009382_googleads_3,2024-03-07,Google Ads,Search - Brand,262.42,Low Value,78.14,824.41
cust_1709830009382_googleads_4,2024-03-07,Google Ads,Search - Brand,268.01,High Value,78.14,854.45
cust_1709830009382_googleads_5,2024-03-07,Google Ads,Search - Brand,245.7,Enterprise,78.14,847.1
cust_1709830009382_googleads_6,2024-03-07,Google Ads,Search - Brand,199.44,Medium Value,78.14,412.63
cust_1709830009382_googleads_0,2024-03-07,Google Ads,Search - Generic,275.68,High Value,58.86,667.8
cust_1709830009382_googleads_1,2024-03-07,Google Ads,Search - Generic,248.65,Enterprise,58.86,864.72
cust_1709830009382_googleads_2,2024-03-07,Google Ads,Search - Generic,319.81,Medium Value,58.86,602.16
cust_1709830009382_googleads_3,2024-03-07,Google Ads,Search - Generic,251.58,Low Value,58.86,749.62
cust_1709830009382_googleads_4,2024-03-07,Google Ads,Search - Generic,306.77,High Value,58.86,676.84
cust_1709830009382_googleads_5,2024-03-07,Google Ads,Search - Generic,212.48,Low Value,58.86,628.4
cust_1709830009382_googleads_6,2024-03-07,Google Ads,Search - Generic,246.12,Medium Value,58.86,845.13
cust_1709830009382_facebook_0,2024-03-07,Facebook,Remarketing,276.81,Medium Value,166,832.01
cust_1709830009382_facebook_0,2024-03-07,Facebook,Remarketing,154.99,Low Value,114.5,328.11
cust_1709830009382_facebook_1,2024-03-07,Facebook,Remarketing,177.64,Low Value,114.5,316.11
cust_1709830009382_facebook_0,2024-03-07,Facebook,Video Views,302.18,High Value,86,937.23
cust_1709830009382_facebook_1,2024-03-07,Facebook,Video Views,357.01,Medium Value,86,635.19
cust_1709830009382_facebook_2,2024-03-07,Facebook,Video Views,245.7,Medium Value,86,645.35
cust_1709830009382_facebook_0,2024-03-07,Facebook,Video Views,201.38,Low Value,153.5,565.21
cust_1709830009382_facebook_1,2024-03-07,Facebook,Video Views,219.31,High Value,153.5,682.59
cust_1709830009382_linkedin_0,2024-03-07,LinkedIn,Event Ads,265.68,SMB,340,498.2
cust_1709830009382_linkedin_0,2024-03-07,LinkedIn,Event Ads,186.29,High Value,194,349.86
cust_1709830009382_linkedin_1,2024-03-07,LinkedIn,Event Ads,276.1,Medium Value,194,371.1
cust_1709830009382_tiktok_0,2024-03-07,TikTok,Video Views,160.11,Enterprise,58,384.62
cust_1709830009382_tiktok_1,2024-03-07,TikTok,Video Views,160.98,SMB,58,354.45
cust_1709830009382_tiktok_2,2024-03-07,TikTok,Video Views,182.88,Medium Value,58,243.59
cust_1709830009382_tiktok_0,2024-03-07,TikTok,App Install,244.52,High Value,44,824.88
cust_1709830009382_tiktok_1,2024-03-07,TikTok,App Install,303.5,Medium Value,44,801.97
cust_1709830009382_tiktok_2,2024-03-07,TikTok,App Install,346.8,SMB,44,1040.3
cust_1709830009382_tiktok_3,2024-03-07,TikTok,App Install,221.63,Low Value,44,942.42
cust_1709830009382_tiktok_4,2024-03-07,TikTok,App Install,238.93,Enterprise,44,659.73
cust_1709830009382_tiktok_0,2024-03-07,TikTok,Video Views,161.28,Medium Value,113,476.97
cust_1709830009382_pinterest_0,2024-03-07,Pinterest,Traffic,279.63,Enterprise,73.67,431.21
cust_1709830009382_pinterest_1,2024-03-07,Pinterest,Traffic,255.74,Low Value,73.67,916.83
cust_1709830009382_pinterest_2,2024-03-07,Pinterest,Traffic,337.42,Medium Value,73.67,577.71
cust_1709830009382_pinterest_0,2024-03-07,Pinterest,App Install,271.16,High Value,78,448.45
cust_1709830009382_pinterest_1,2024-03-07,Pinterest,App Install,241.59,Low Value,78,760.66
cust_1709830009382_pinterest_2,2024-03-07,Pinterest,App Install,241.41,High Value,78,795.53
cust_1709916409382_googleads_0,2024-03-08,Google Ads,Shopping,170.62,Medium Value,53.43,398.33
cust_1709916409382_googleads_1,2024-03-08,Google Ads,Shopping,165.83,Medium Value,53.43,475.96
cust_1709916409382_googleads_2,2024-03-08,Google Ads,Shopping,105.32,Low Value,53.43,339.52
cust_1709916409382_googleads_3,2024-03-08,Google Ads,Shopping,117.14,Medium Value,53.43,280.83
cust_1709916409382_googleads_4,2024-03-08,Google Ads,Shopping,148.31,Low Value,53.43,324.46
cust_1709916409382_googleads_5,2024-03-08,Google Ads,Shopping,182.6,High Value,53.43,384.64
cust_1709916409382_googleads_6,2024-03-08,Google Ads,Shopping,168.2,Low Value,53.43,316.16
cust_1709916409382_googleads_0,2024-03-08,Google Ads,Search - Brand,103.78,Enterprise,123,234.85
cust_1709916409382_googleads_1,2024-03-08,Google Ads,Search - Brand,113.94,Medium Value,123,376.96
cust_1709916409382_googleads_0,2024-03-08,Google Ads,Display - Remarketing,152.39,Low Value,55,333.1
cust_1709916409382_googleads_1,2024-03-08,Google Ads,Display - Remarketing,98.04,Enterprise,55,369.17
cust_1709916409382_googleads_2,2024-03-08,Google Ads,Display - Remarketing,175.6,High Value,55,299.56
cust_1709916409382_googleads_3,2024-03-08,Google Ads,Display - Remarketing,134.64,Low Value,55,222.84
cust_1709916409382_googleads_4,2024-03-08,Google Ads,Display - Remarketing,110.45,Medium Value,55,372.59
cust_1709916409382_googleads_5,2024-03-08,Google Ads,Display - Remarketing,137.21,Low Value,55,445.85
cust_1709916409382_googleads_6,2024-03-08,Google Ads,Display - Remarketing,176.72,SMB,55,383.69
cust_1709916409382_googleads_0,2024-03-08,Google Ads,Search - Generic,321.77,High Value,66.8,577.68
cust_1709916409382_googleads_1,2024-03-08,Google Ads,Search - Generic,219.7,Medium Value,66.8,465.43
cust_1709916409382_googleads_2,2024-03-08,Google Ads,Search - Generic,237.25,Medium Value,66.8,470.91
cust_1709916409382_googleads_3,2024-03-08,Google Ads,Search - Generic,333.22,Medium Value,66.8,837.1
cust_1709916409382_googleads_4,2024-03-08,Google Ads,Search - Generic,325.12,Low Value,66.8,980.13
cust_1709916409382_facebook_0,2024-03-08,Facebook,Traffic,236.97,Enterprise,67.2,896.02
cust_1709916409382_facebook_1,2024-03-08,Facebook,Traffic,340.86,Enterprise,67.2,551.78
cust_1709916409382_facebook_2,2024-03-08,Facebook,Traffic,325.66,Medium Value,67.2,847.44
